0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.00195312,0,0.00195312,0
0.00292969,0,0.00292969,0
0.00292969,0,0.00292969,0
0.00390625,0.00195312,0.00390625,0.00195312
0.00488281,0.00292969,0.00488281,0.00292969
0.00585938,0.00292969,0.00585938,0.00292969
0.00683594,0.00390625,0.00683594,0.00390625
0.00878906,0.00585938,0.00878906,0.00585938
0.00878906,0.00585938,0.00878906,0.00585938
0.00878906,0.00683594,0.00878906,0.00683594
0.0107422,0.00878906,0.0107422,0.00878906
0.0107422,0.00878906,0.0107422,0.00878906
0.0136719,0.00878906,0.0136719,0.00878906
0.0136719,0.0107422,0.0136719,0.0107422
0.0146484,0.0126953,0.0146484,0.0126953
0.0146484,0.0136719,0.0146484,0.0136719
0.015625,0.0146484,0.015625,0.0146484
0.0576172,0.0146484,0.0576172,0.0146484
0.138672,0.0146484,0.136719,0.0146484
0.201172,0.0263672,0.194336,0.0263672
0.255859,0.0947266,0.248047,0.09375
0.310547,0.180664,0.302734,0.173828
0.367188,0.242188,0.351562,0.235352
0.451172,0.296875,0.402344,0.289062
0.522461,0.364258,0.441406,0.348633
0.616211,0.444336,0.488281,0.399414
0.728516,0.509766,0.540039,0.436523
0.839844,0.600586,0.581055,0.481445
0.975586,0.723633,0.625,0.538086
1.12695,0.831055,0.655273,0.575195
1.24512,0.96875,0.670898,0.620117
1.31738,1.12207,0.678711,0.655273
1.33398,1.23633,0.680664,0.670898
1.36133,1.31445,0.683594,0.678711
1.40527,1.33203,0.685547,0.679688
1.44434,1.36133,0.689453,0.683594
1.5,1.40137,0.695312,0.68457
1.58008,1.43652,0.701172,0.689453
1.64844,1.49414,0.705078,0.695312
1.69922,1.57422,0.707031,0.701172
1.74414,1.6416,0.709961,0.705078
1.7998,1.69629,0.712891,0.706055
1.83691,1.74316,0.712891,0.709961
1.88281,1.7959,0.714844,0.712891
1.94727,1.83008,0.720703,0.712891
2.00586,1.87598,0.720703,0.714844
2.08496,1.94141,0.727539,0.719727
2.19531,2.00195,0.731445,0.720703
2.28711,2.07812,0.732422,0.727539
2.39062,2.19043,0.734375,0.731445
2.47559,2.28711,0.736328,0.732422
2.58984,2.38867,0.737305,0.734375
2.71777,2.47266,0.740234,0.735352
2.8291,2.58887,0.740234,0.737305
2.92578,2.71777,0.742188,0.740234
3.04199,2.83008,0.743164,0.740234
3.16797,2.92773,0.744141,0.742188
3.2832,3.04199,0.744141,0.743164
3.38867,3.16895,0.745117,0.744141
3.48145,3.28711,0.746094,0.745117
3.58789,3.38965,0.74707,0.745117
3.68164,3.4834,0.74707,0.746094
3.78516,3.58887,0.74707,0.74707
3.87793,3.68164,0.74707,0.74707
3.96777,3.78711,0.74707,0.74707
4.06152,3.87793,0.748047,0.74707
4.16895,3.97266,0.748047,0.74707
4.27637,4.0625,0.748047,0.748047
4.37793,4.16992,0.748047,0.748047
4.45703,4.28125,0.748047,0.748047
4.5625,4.37891,0.748047,0.748047
4.65625,4.45605,0.748047,0.748047
4.75781,4.56152,0.748047,0.748047
4.84473,4.6543,0.748047,0.748047
4.91797,4.75879,0.748047,0.748047
5,4.84766,0.748047,0.748047
5.08887,4.91504,0.748047,0.748047
5.18262,4.99414,0.748047,0.748047
5.2832,5.08496,0.748047,0.748047
5.37109,5.17871,0.748047,0.748047
5.44727,5.27539,0.748047,0.748047
5.53223,5.35742,0.748047,0.748047
5.63281,5.43164,0.748047,0.748047
5.71191,5.5166,0.748047,0.748047
5.78906,5.62305,0.748047,0.748047
5.88379,5.70703,0.748047,0.748047
5.99707,5.78809,0.749023,0.748047
6.10645,5.88184,0.749023,0.748047
6.22656,5.98828,0.749023,0.749023
6.33984,6.10254,0.749023,0.749023
6.43164,6.22168,0.749023,0.749023
6.47363,6.3291,0.749023,0.749023
6.50098,6.41504,0.749023,0.749023
