0,0,0,0
0,0,0,0
0,0,0,0
0.0449219,0,0.0449219,0
0.0849609,0,0.0849609,0
0.131836,0.0390625,0.131836,0.0390625
0.201172,0.0800781,0.201172,0.0800781
0.298828,0.124023,0.262695,0.124023
0.395508,0.199219,0.321289,0.199219
0.491211,0.307617,0.379883,0.264648
0.634766,0.397461,0.44043,0.320312
0.791016,0.501953,0.499023,0.379883
0.9375,0.647461,0.541016,0.44043
1.08789,0.807617,0.584961,0.5
1.26367,0.946289,0.615234,0.537109
1.46777,1.10645,0.658203,0.584961
1.63965,1.2832,0.693359,0.613281
1.83594,1.48926,0.725586,0.658203
2.03809,1.66113,0.748047,0.692383
2.26172,1.85742,0.770508,0.724609
2.45605,2.0625,0.786133,0.750977
2.66895,2.27832,0.801758,0.769531
2.89453,2.48145,0.819336,0.788086
3.12793,2.69629,0.836914,0.802734
3.34863,2.92676,0.852539,0.823242
3.57227,3.15723,0.861328,0.838867
3.82227,3.37402,0.875977,0.849609
4.06152,3.59961,0.887695,0.864258
4.28711,3.85254,0.896484,0.875
4.52832,4.09082,0.907227,0.887695
4.79102,4.31543,0.916016,0.896484
5.04004,4.56152,0.927734,0.90625
5.27539,4.82227,0.935547,0.916992
5.52246,5.06836,0.941406,0.927734
5.78809,5.30957,0.947266,0.936523
6.03418,5.55957,0.949219,0.941406
6.28125,5.82227,0.952148,0.947266
6.53711,6.06543,0.958984,0.950195
6.80566,6.31445,0.961914,0.952148
7.05176,6.57422,0.96582,0.960938
7.2998,6.83301,0.967773,0.961914
7.5625,7.08691,0.969727,0.96582
7.8291,7.33496,0.970703,0.967773
8.08008,7.60059,0.972656,0.969727
8.33008,7.86035,0.975586,0.97168
8.59863,8.10938,0.976562,0.973633
8.86133,8.36328,0.979492,0.975586
9.1123,8.63672,0.981445,0.977539
9.36914,8.89258,0.982422,0.979492
9.63867,9.14355,0.982422,0.981445
9.90039,9.39941,0.986328,0.981445
10.1611,9.67383,0.988281,0.985352
10.4092,9.93555,0.988281,0.987305
10.6904,10.1904,0.989258,0.988281
10.9453,10.4395,0.989258,0.988281
11.1992,10.7207,0.990234,0.989258
11.4502,10.9746,0.990234,0.989258
11.7314,11.2363,0.991211,0.990234
11.9844,11.4854,0.993164,0.990234
12.248,11.7646,0.993164,0.991211
12.502,12.0225,0.994141,0.993164
12.7764,12.2812,0.995117,0.993164
13.0361,12.5439,0.995117,0.995117
13.2969,12.8125,0.996094,0.995117
13.5537,13.0674,0.996094,0.995117
13.8242,13.3262,0.996094,0.996094
14.0771,13.5869,0.99707,0.996094
14.3369,13.8584,0.99707,0.996094
14.6016,14.1094,0.99707,0.99707
14.8701,14.3633,0.99707,0.99707
15.124,14.6348,0.99707,0.99707
15.3789,14.9004,0.99707,0.99707
15.6523,15.1572,0.99707,0.99707
15.916,15.4131,0.998047,0.99707
16.1768,15.6797,0.998047,0.99707
16.4346,15.9492,0.998047,0.998047
16.7021,16.207,0.998047,0.998047
16.9746,16.4629,0.998047,0.998047
17.2363,16.7393,0.998047,0.998047
17.4893,17.0068,0.998047,0.998047
17.7656,17.2705,0.999023,0.998047
18.0303,17.5225,0.999023,0.998047
18.293,17.8008,1,0.999023
18.5488,18.0615,1,1
18.8262,18.3291,1,1
19.0879,18.583,1,1
19.3486,18.8564,1,1
19.6113,19.1211,1,1
19.8848,19.377,1,1
20.1406,19.6436,1,1
20.4004,19.9141,1,1
20.6689,20.1748,1,1
20.9297,20.4326,1,1
21.2031,20.6992,1,1
21.46,20.9727,1,1
21.7275,21.2393,1,1
21.999,21.4902,1,1
22.2646,21.7637,1,1
22.5146,22.0303,1,1
22.791,22.3027,1,1
